id_projet,nom_projet,type_projet,budget_estime,budget_reel,duree_estimee,duree_reelle,retard,incident_qualite,incident_securite,materiaux_defectueux,conditions_meteo
21116b51,Haynes Ltd,Pont,4603368.75,4736886.374039428,693,856.1478413199883,163,5,5,6.84,Mauvaises
2b987a4c,Smith Ltd,Bâtiment,1238655.72,1773506.5133507245,603,679.6091596001423,76,19,0,6.02,Moyennes
1f394734,"Jackson, Martin and Moore",Pont,3662751.56,5276167.197111054,124,101.99175025666906,0,3,6,11.65,Mauvaises
0814daae,Woods Inc,Route,4508126.33,4503408.853638494,721,1047.3492042354374,326,17,4,4.57,Mauvaises
ac19f029,Thompson-Kramer,Bâtiment,172485.27,235423.60013620852,533,503.22139791710566,0,2,1,3.13,Bonnes
32d189c3,Ruiz Ltd,Bâtiment,878120.18,1245371.2157121524,241,200.7581389641453,0,6,6,10.31,Moyennes
cb75143b,"Burke, James and Randall",Route,2832791.77,3179379.269444141,676,927.6537079094452,251,5,9,11.16,Mauvaises
4d3dd548,Sanchez Group,Pont,3112876.78,3523833.7629892193,600,487.6856741891946,0,10,3,12.2,Mauvaises
df8bcc69,Brown-Gross,Bâtiment,3694646.09,4482424.869583344,371,544.3883390879172,173,7,5,11.67,Bonnes
6efbfb4a,Douglas-Johnston,Route,1284111.04,1703417.2506044733,539,552.6786233537825,13,3,7,12.84,Moyennes
f4dad8ee,"Middleton, Walsh and Peters",Pont,1845913.33,1992683.7093880328,286,417.7739651784131,131,17,1,9.81,Mauvaises
9a0e420e,Holland LLC,Bâtiment,3187431.13,3244948.546058964,596,669.68644075328,73,16,0,4.59,Bonnes
ac894f43,"Bennett, Smith and Ruiz",Route,3028923.8,2559615.978633658,716,639.32710840612,0,14,10,1.97,Mauvaises
503eda77,"Mckenzie, Williams and Jones",Bâtiment,2945991.0,2871881.9157719878,358,394.5736623273496,36,0,6,4.06,Moyennes
a221254e,"Rivera, Hayes and Wiley",Bâtiment,1305192.47,1102027.442065774,107,148.57272708943896,41,20,9,9.38,Moyennes
0863fd2a,"Baxter, Stone and Morse",Pont,3322913.84,4034032.21475895,254,220.97426019146235,0,2,10,14.52,Mauvaises
2fe1cfb2,Martinez Inc,Bâtiment,541091.22,644096.2328221592,640,633.1103701119966,0,8,7,3.01,Bonnes
3266547f,"Case, Baker and Thompson",Bâtiment,88939.01,73055.61085401675,280,338.8327533175216,58,15,10,6.23,Mauvaises
61e20053,"Owens, Gonzalez and Roberson",Bâtiment,585134.34,685709.3032697872,600,485.0403766526865,0,6,4,13.5,Moyennes
96bf775e,Warner PLC,Route,1061061.25,1313385.3169890372,313,432.8873316591524,119,18,4,10.28,Bonnes
2103688c,Scott-Johnson,Pont,1062917.25,1457771.7551837177,613,619.4897261788063,6,11,8,13.1,Bonnes
66ae0610,"White, Hill and Rivas",Route,4449643.08,5598567.121362577,220,241.85991669843472,21,12,9,2.42,Mauvaises
dcb13267,Holland Inc,Route,4078173.29,3336732.00252299,197,260.12016800634757,63,0,5,2.96,Mauvaises
e6d70615,Garcia-Moody,Bâtiment,2357667.3,1961020.0834316039,439,639.2434484947162,200,20,0,14.75,Bonnes
531c339c,Hogan PLC,Pont,2631854.02,2621498.201737255,110,99.85223271404021,0,16,2,5.4,Mauvaises
ed6c3309,"Gardner, Hernandez and Howard",Pont,1872409.15,1632733.3713522574,202,262.6522421199258,60,0,10,13.04,Mauvaises
f7eea724,Lopez-Hanson,Pont,3045146.05,3151582.4325844534,697,1001.2120760238244,304,0,9,14.81,Bonnes
5bda101a,Duncan-Wilson,Pont,433602.81,433725.37988674437,712,1063.6025005121103,351,12,10,10.14,Bonnes
739e66eb,"Smith, Hernandez and Smith",Route,4207918.69,4553661.16183041,370,536.2823239633823,166,14,3,12.42,Bonnes
bd399f93,"Thomas, Young and Sheppard",Pont,1398537.35,1711165.688037192,233,291.3113421100461,58,9,2,1.39,Moyennes
08848822,"Rodriguez, Rojas and Miller",Pont,1318686.67,1572246.6128834055,656,828.5516611272328,172,0,4,11.33,Moyennes
6bc72c98,"Roberts, Rice and Gibson",Route,2286901.95,2085409.979612237,290,346.75094651751925,56,13,7,14.76,Mauvaises
027081cd,Jones-Camacho,Pont,3623010.01,5162331.344837094,400,550.661680036162,150,9,2,5.09,Mauvaises
6aff1e9d,"Salazar, Wilkins and Johnson",Route,4881485.51,6722544.594565405,353,474.81194978983405,121,9,9,11.45,Mauvaises
04fcc4e7,"Peterson, Adams and Gonzalez",Pont,2093650.52,2851230.098890312,688,635.3643399268461,0,12,4,9.13,Bonnes
804635a0,Woodard LLC,Bâtiment,4235179.06,3695171.756370218,430,537.9310288040078,107,7,4,5.52,Mauvaises
86d66e72,Wright-Oneill,Bâtiment,4794238.3,4082575.2092013676,406,472.5323203368569,66,13,10,8.89,Mauvaises
bc22d817,Mora-Nguyen,Bâtiment,602980.62,653192.2665362644,574,745.2630788795159,171,9,9,5.3,Moyennes
cdedcaa8,Smith-Oconnell,Bâtiment,2920135.99,3403239.4924987424,548,465.34891494207756,0,2,9,9.94,Bonnes
0775c5f4,Skinner-Johnson,Route,4624839.42,6364140.328282874,670,543.6155801599685,0,14,1,0.16,Mauvaises
2eecc44a,Reyes PLC,Bâtiment,4221730.89,5344212.913361318,443,470.3616099326024,27,3,7,0.12,Mauvaises
6bbc45b4,Lopez-Myers,Bâtiment,3322237.03,3402610.758405997,551,476.85140312753293,0,8,7,2.52,Moyennes
0ae718bb,"Bowen, Page and Carpenter",Route,1264567.37,1284997.6132012345,638,934.7457238876551,296,5,5,11.19,Moyennes
0f9d619c,Thompson Group,Pont,4997276.35,5181803.708416284,694,697.5781475149444,3,13,7,10.26,Bonnes
2ac6475b,Calderon Group,Pont,1118080.14,1373426.3544189187,227,207.96852629345656,0,3,9,0.32,Moyennes
9dc016d7,Snyder-Vasquez,Pont,1899231.28,2770633.3341154247,523,606.796989013813,83,4,10,1.02,Bonnes
749b747e,Gibson-Ferguson,Pont,3423662.22,3595920.106460036,201,272.9689197917223,71,1,10,2.1,Moyennes
e5353661,Sanchez Ltd,Bâtiment,3178231.78,3412511.2743969643,556,661.1537020338393,105,18,10,7.74,Mauvaises
3af0664e,Erickson-Gardner,Bâtiment,2816601.17,2976560.887866998,292,434.41593974024624,142,0,9,3.62,Bonnes
c26d42c3,"Gonzales, Hernandez and Kelley",Route,4721220.57,6500902.379028163,691,870.8170517481915,179,10,7,12.89,Moyennes
2295a7a8,Hammond-Mccarthy,Bâtiment,1001340.08,1231700.3267073366,602,765.2572858468459,163,19,0,9.68,Bonnes
e2e3b11e,Mills-Cunningham,Pont,3079765.97,4527605.936431098,657,894.483353218018,237,17,2,11.39,Moyennes
081a3298,"Cole, Oneal and Massey",Route,1557854.64,1959439.2622359903,537,740.1763113669053,203,13,6,13.44,Mauvaises
a11bcd43,Mendez-Carlson,Route,3730685.27,5009433.994585044,109,130.90757447555066,21,18,3,0.2,Mauvaises
6a763831,"Johnson, Morrison and Davis",Route,2351677.54,2826503.129011518,159,165.24918008236764,6,5,10,2.5,Mauvaises
0ac0df40,"Fernandez, Burns and Hanson",Bâtiment,878162.2,1086526.8475186618,296,314.87114903009365,18,16,1,11.36,Mauvaises
459adae6,Brock-White,Route,156060.5,200829.1221015312,145,154.71096676352388,9,15,8,10.67,Bonnes
b5d0f7b4,Soto-Peterson,Route,1536616.29,1756523.03205499,350,450.3225602283038,100,11,4,14.03,Moyennes
4fe82799,Walker-Erickson,Bâtiment,4026050.1,5080078.0577763785,262,300.3394187155795,38,9,0,0.64,Moyennes
52bd412e,Sexton-Fisher,Route,1983703.48,1918333.7951633239,72,62.58364301182609,0,14,10,13.25,Moyennes
8e27f659,Parks-Schmidt,Pont,4567440.76,4725622.795945621,639,600.2809007237471,0,8,1,10.84,Moyennes
1c725bf2,"Gibson, Wolf and Patterson",Pont,2181579.91,2105125.0885914546,722,880.4717573514682,158,3,2,4.75,Mauvaises
c853b381,"Brown, Nguyen and Cortez",Route,4055514.72,3780500.7783872434,670,865.7317025791242,195,20,4,14.65,Bonnes
88a9a660,Benitez-Colon,Bâtiment,2235986.42,1807135.1179309436,299,272.93132210406577,0,4,6,8.01,Mauvaises
c6aafe44,"Reynolds, Martinez and Thomas",Bâtiment,796840.25,1143458.172772871,262,313.2305241621834,51,19,7,14.06,Bonnes
2f89e3af,Davis-Long,Pont,1522745.46,1477358.6032526551,186,155.45789243335477,0,14,3,6.32,Moyennes
eaa8289f,Chavez-Jackson,Bâtiment,2983278.13,2984105.3839268293,249,370.36364228162216,121,8,8,3.72,Mauvaises
28ef0192,Williams-Jenkins,Bâtiment,225450.38,332295.5866643303,661,848.3597241950246,187,3,9,1.11,Mauvaises
23ee3802,Shepard and Sons,Pont,1937828.99,1852917.9585256225,264,362.18626439400157,98,7,8,8.69,Bonnes
ffbe16f8,"Mcclain, Johnson and Daniels",Bâtiment,972704.33,1178767.3490556648,296,255.13414590542754,0,8,6,12.5,Bonnes
18033400,Pope LLC,Bâtiment,168796.14,191134.75878659612,128,133.39091236264443,5,10,4,12.7,Bonnes
518bb0b2,Morris Group,Bâtiment,2745695.98,2664209.423406262,523,601.1384687318365,78,16,8,14.39,Moyennes
4744c34f,Walton-Richardson,Route,3784117.61,3794968.915274037,110,128.38343740007593,18,0,10,6.12,Mauvaises
128d83c2,Cobb-Bush,Route,1617136.46,1755808.7646488133,548,656.3083665849622,108,11,10,5.15,Mauvaises
a55d93f7,"Miller, Leach and Schneider",Route,570259.09,535424.80175649,674,767.6893722936652,93,15,2,10.09,Moyennes
9893e43d,Gonzalez LLC,Pont,3723058.77,4891984.642764529,259,326.88677057169303,67,16,1,9.51,Bonnes
8810d22e,Eaton and Sons,Bâtiment,3386983.93,4059115.8896374335,642,651.327134891961,9,7,2,1.95,Bonnes
a968c6fc,Stewart Inc,Pont,4360101.22,5942651.784600258,366,337.0910637591797,0,10,8,9.82,Mauvaises
33b1442c,"Simmons, Bryant and Stephenson",Route,736952.31,663488.4993221944,573,645.6629470188499,72,11,2,14.77,Bonnes
e830459b,Wagner Group,Route,1866495.14,2582934.476585294,616,595.989154512033,0,7,4,8.61,Moyennes
cb73c8c6,"Thompson, Ramirez and Smith",Pont,2045693.59,2186540.017965397,113,90.6473882069021,0,15,9,3.56,Mauvaises
d6ac708e,Smith Inc,Pont,3625304.52,5164960.966260787,721,1079.1843750606915,358,3,8,13.44,Moyennes
abecc734,Simmons-Dean,Pont,2424627.16,2848712.044125382,142,184.37041087222275,42,13,2,2.74,Moyennes
fd5bf85c,"Phillips, Rogers and Romero",Bâtiment,2198547.82,1860330.8770830585,142,180.71206017081923,38,12,6,8.19,Mauvaises
68d03a79,"Barker, Jones and Burke",Route,2912709.96,3534632.921085423,452,457.15380815053817,5,4,9,14.3,Bonnes
d9b934f4,Wells LLC,Route,2635055.68,2374404.872190385,617,516.5870567607074,0,16,3,14.36,Mauvaises
fecd91bc,Frost-Johnson,Route,983527.61,1389595.6490261587,347,380.9316284142048,33,18,9,6.17,Moyennes
6ca0296d,Krause and Sons,Bâtiment,584589.83,775330.9936606882,53,62.15145549421948,9,18,1,13.81,Bonnes
86d63e75,Davis-Smith,Bâtiment,2144785.0,2777438.2412433294,72,60.05812738212496,0,2,7,5.85,Bonnes
62324965,Harris Group,Bâtiment,2634790.47,2471634.3159319796,100,140.7906363552379,40,10,0,5.04,Bonnes
ca8d9803,Munoz-Smith,Pont,1908461.4,1939530.444138553,204,164.42505029892524,0,6,10,0.5,Mauvaises
16785e1c,"Kaufman, Haas and Smith",Route,1798437.66,2502321.9297046196,507,619.4332289144032,112,5,10,5.05,Bonnes
6b4fc678,Ortiz Ltd,Bâtiment,160515.08,176160.77635578666,207,251.97234330692575,44,16,10,9.5,Moyennes
6a3906ea,"Walker, Massey and Brown",Bâtiment,1025051.97,1418319.8237846666,289,410.936620783794,121,7,2,8.38,Bonnes
a6d84b55,Wilson-Williams,Pont,2160270.55,3082700.222138248,557,686.9282067082896,129,0,1,13.94,Bonnes
7a5cb93c,Collins Group,Pont,1533119.02,1450840.2301361025,490,628.5578288542121,138,10,6,3.2,Mauvaises
905fb7e4,Ramirez Inc,Bâtiment,3288326.88,3393220.705493927,698,649.7827342874116,0,18,7,8.44,Mauvaises
a98199e9,"Spence, Harris and Freeman",Bâtiment,2804485.49,4173827.8462840095,116,133.2322825034975,17,20,3,5.49,Mauvaises
e19b1e0e,"Smith, Johnson and Gutierrez",Bâtiment,3717073.9,4974661.69861704,517,740.7751632973975,223,8,8,1.62,Mauvaises
589b0937,Carpenter-Parker,Bâtiment,1762264.72,2524941.061276318,406,433.4162554914627,27,6,0,4.69,Mauvaises
728aa15b,Parks-Cuevas,Bâtiment,3714421.76,3507911.22500429,538,784.6910450702073,246,20,0,6.74,Bonnes
36e091c8,Barrett Inc,Bâtiment,1492254.83,1809834.066166791,471,614.0896944681876,143,17,7,10.15,Moyennes
fc98f466,Stephens-Green,Pont,2009888.06,2801961.101301982,669,583.6200301510814,0,3,1,8.69,Moyennes
0f23e40f,Espinoza Inc,Route,3004025.36,2656721.63072258,239,353.2010884548663,114,12,0,5.78,Mauvaises
92e5fbd6,Vargas-Perkins,Route,102993.58,149140.11989820344,571,632.6131882010225,61,12,9,5.1,Moyennes
39d3afc4,White LLC,Bâtiment,4017278.56,5534594.89727048,400,393.29922676361895,0,7,10,6.15,Bonnes
71762233,Gibson-Jones,Bâtiment,2239005.67,2032831.346995034,534,707.1492845113154,173,20,10,5.17,Bonnes
8344d4ca,White Ltd,Bâtiment,1096932.98,968954.5607001462,112,114.12560797997529,2,18,7,5.12,Bonnes
f611576a,Frazier-Brown,Bâtiment,1480094.98,2173731.0906319795,294,300.69471080243875,6,2,8,11.93,Mauvaises
8f2852e8,Frost LLC,Bâtiment,2752082.81,2482004.5596265565,583,823.7926879109152,240,7,9,10.73,Mauvaises
fb59521d,Kramer LLC,Bâtiment,3638915.91,2956208.0254867524,255,373.0657498730703,118,5,1,14.82,Bonnes
1cec009b,"Soto, Jennings and Ortega",Route,4786352.59,4790806.737151641,682,705.5587053731456,23,0,1,9.24,Moyennes
95b9eca4,Harrington and Sons,Pont,1705412.3,2523014.088882421,421,474.26619303271013,53,8,8,3.65,Bonnes
cfaba74e,Sanchez PLC,Bâtiment,1926476.31,1644405.236837463,148,142.8128852133088,0,19,10,14.12,Mauvaises
ad692dd2,Massey-Dixon,Route,1403338.95,1756424.0532760976,617,914.6423716632574,297,13,3,7.17,Mauvaises
579570a3,Silva-Haynes,Bâtiment,1698342.05,1904672.056081914,180,186.27199191340762,6,0,9,6.23,Bonnes
acd1fe32,Webb-York,Pont,1561754.19,2246946.6097062347,187,239.85751318737476,52,19,1,9.09,Moyennes
dee359c3,Bell Ltd,Pont,3737441.5,4832941.819075174,726,696.2964234331264,0,2,4,11.41,Bonnes
f2ebdc20,Morgan-Moreno,Pont,2731635.89,3646978.805969822,172,215.1034684584864,43,18,5,10.1,Moyennes
689b2330,"Russell, Lopez and Romero",Route,2946556.54,3818638.3817574685,275,373.3758821626491,98,19,9,8.59,Mauvaises
a5e78403,Valenzuela Inc,Bâtiment,358991.93,340788.7378857395,432,447.06288518235203,15,11,10,1.17,Bonnes
72c87007,Norman-Christian,Pont,2404901.66,2225154.5903494223,556,628.4131878918581,72,2,1,14.61,Bonnes
25bf6d40,Shelton Ltd,Route,1732394.62,2271509.779022571,116,154.31276633557343,38,11,8,8.36,Mauvaises
bd87160a,Reyes PLC,Bâtiment,791704.09,1029300.3575983428,321,383.4177179780532,62,7,4,11.98,Moyennes
293737ad,"Cameron, Owens and Johnson",Pont,1872983.39,2531656.3127146782,645,838.4358754592032,193,8,5,14.43,Mauvaises
e99aea2a,Williams Group,Pont,4398937.99,5831660.540904435,517,559.0463005323346,42,9,0,10.76,Moyennes
bfa89ce4,Brown-Taylor,Bâtiment,3641131.67,3068395.06470998,412,474.6810481743944,62,13,5,7.91,Mauvaises
aa6c1a41,"Sanchez, Peterson and Morris",Route,529757.8,457274.14978450077,339,471.46851823590697,132,11,1,13.47,Moyennes
344f1579,Craig Ltd,Pont,2638881.08,3213807.550624544,294,335.85752630597966,41,8,4,14.74,Moyennes
27c3750c,Berry-Adams,Bâtiment,3918004.96,3444904.6899844487,194,239.22409276135477,45,15,5,9.94,Mauvaises
60c94443,Sanders LLC,Bâtiment,873793.87,1089459.1623025376,193,270.4269998306173,77,16,3,9.52,Mauvaises
a3a02ebf,Taylor LLC,Bâtiment,4032405.16,4270679.261517186,583,509.9622880737532,0,16,6,8.79,Bonnes
0ad888b5,Conner-Vincent,Pont,230550.29,230435.2501187444,689,894.6289897178449,205,0,6,4.55,Moyennes
d2ca3a9f,Mason Group,Route,1769638.92,1714191.3757896498,542,438.0785821324526,0,9,4,5.64,Bonnes
5f48a4eb,Hanson LLC,Bâtiment,323956.14,450870.5823746927,450,599.5883938591953,149,6,3,12.3,Moyennes
696c2f12,"Harris, Jones and Wood",Pont,822216.51,1106499.3540212985,436,615.5477769418003,179,1,8,5.35,Mauvaises
7cc24b6a,Perez PLC,Route,1182060.24,1296729.9939144808,210,174.50481824056615,0,6,9,8.41,Mauvaises
1da2b8d9,"Kelly, Jones and Reed",Bâtiment,3364838.55,3790813.6254460164,224,227.9776312071421,3,5,4,0.22,Bonnes
41b1c1a2,Torres-Walker,Bâtiment,1977966.27,2345984.5326155345,665,679.2752614250522,14,8,1,8.31,Mauvaises
bc6a9b8e,Stone-Harvey,Pont,2070505.81,2512628.4849285157,724,986.7830131604077,262,17,6,8.0,Mauvaises
89334028,"Espinoza, Williams and Green",Pont,1532531.49,1828639.8948721893,195,216.74635996481817,21,17,2,10.47,Bonnes
3ebaf71b,Oliver-Daniels,Pont,3395303.94,4860080.296001843,428,581.6925614477493,153,0,7,4.6,Mauvaises
4a073633,Williams-Smith,Pont,267390.72,393187.4325914188,198,261.03693333771184,63,9,2,7.56,Mauvaises
64fc11a6,Grant-Bailey,Pont,1822105.82,2084114.931444922,143,170.26626642416463,27,14,1,11.5,Bonnes
a31a3694,"Forbes, Miller and Ellis",Route,4911532.94,6284523.677178511,606,753.4008110322222,147,11,9,8.4,Bonnes
cb5c9020,Martin Ltd,Bâtiment,116968.29,153867.3701858664,109,148.63420918018338,39,5,7,9.3,Mauvaises
a7b7d45c,Hogan-Silva,Bâtiment,2164332.88,2173358.491678381,549,556.2792510717276,7,15,0,10.46,Bonnes
6634cd52,Sims LLC,Bâtiment,4241212.02,6260274.694014269,189,180.95952771105266,0,0,7,5.31,Mauvaises
44a30dea,"Ware, Taylor and Gilbert",Pont,3025921.27,2448702.8137349808,300,267.14168172308456,0,15,10,14.94,Bonnes
62927e02,Cherry-Barry,Bâtiment,2819507.75,2257175.781445745,591,860.840476486069,269,17,1,11.09,Moyennes
c74150e1,"Harvey, Cardenas and Avery",Bâtiment,3677059.35,4626853.621044013,102,118.85636971158566,16,10,9,13.66,Moyennes
bf3dde72,"Bell, Daniel and Wilson",Route,842618.35,680785.2289733853,318,292.3530116618197,0,7,8,0.12,Moyennes
2b79e433,Wiley-Pruitt,Bâtiment,252461.69,323782.45513466833,154,148.18807057829227,0,14,0,9.28,Bonnes
30245396,Miller Inc,Bâtiment,2288564.92,3397235.8069596114,365,474.54158488053315,109,16,7,0.6,Mauvaises
a3f67d52,Ramirez-Webb,Pont,4308503.52,6055927.9589842595,190,227.50852506440947,37,15,2,0.54,Moyennes
e9de4c5e,Aguirre and Sons,Bâtiment,268549.77,262444.34449757246,473,529.2729391933601,56,18,5,5.38,Mauvaises
f5b40973,Robinson and Sons,Bâtiment,2254756.38,2390860.8673274955,73,67.19500220133493,0,6,4,14.08,Mauvaises
ac55c147,Thomas Ltd,Pont,2434158.28,2796730.0510691297,314,402.2029857566571,88,0,2,13.1,Moyennes
02136589,Montes-Gilbert,Bâtiment,3319573.97,2704116.627873843,369,450.374559449621,81,13,10,12.83,Bonnes
86394ce9,May Inc,Bâtiment,1547616.99,1579238.48345614,155,207.62675968552452,52,1,0,3.94,Bonnes
f7d2d2b3,"Jones, Anderson and Powell",Pont,2405401.82,2423869.8474388705,623,591.3339044049796,0,2,0,10.0,Bonnes
6c08de93,"Lewis, Graham and Bush",Route,4958407.64,4277072.670919514,695,689.6132567327487,0,2,6,2.24,Mauvaises
ec8162d8,Rice-Dean,Route,947393.06,1315807.7038868668,211,174.285054367218,0,2,2,12.86,Moyennes
0b6e3467,Price-Owens,Route,2376512.48,2202523.736191624,563,781.815074189226,218,13,0,2.55,Mauvaises
4b110f1e,"Williams, Underwood and Mccormick",Bâtiment,4826656.56,4242529.473471352,220,263.47335727572573,43,8,9,9.11,Bonnes
4c728084,"Nguyen, Oneal and Lloyd",Pont,3427295.86,3074570.4611644847,322,308.0803292374549,0,9,2,0.33,Bonnes
1c774485,Key-Weaver,Bâtiment,4252258.43,4582779.53053727,588,536.6019803528627,0,6,9,11.37,Mauvaises
e0f4cd49,Rivera and Sons,Pont,142695.4,174804.62193068812,145,151.93842631987164,6,4,3,5.23,Mauvaises
56817924,Krueger LLC,Route,1328704.49,1305411.606759989,642,900.0696900941875,258,14,8,8.37,Bonnes
8b8dfbcc,Warren-Mercer,Pont,4370180.36,3890553.8358087637,543,629.3386300368744,86,1,3,4.66,Moyennes
4648e5e3,Smith and Sons,Bâtiment,3010173.86,4256145.354681577,190,174.2853996271722,0,15,10,7.25,Moyennes
b0de8c2d,Allen-Buckley,Route,892457.18,1252741.901705335,260,214.72567517694813,0,20,9,8.09,Moyennes
77294942,"David, Holland and Owens",Pont,3840762.72,5664427.238103019,169,250.623556184041,81,16,1,3.33,Moyennes
be5fdb9f,Martin-Kelly,Pont,4385127.67,4751588.296849336,348,496.78881988925554,148,20,0,12.02,Moyennes
a6b1be54,"Padilla, Wilson and Wells",Pont,4627169.97,6613663.639180453,606,569.9458546101225,0,15,3,7.18,Moyennes
8e795037,Adams-Martin,Pont,1561997.97,1713603.1834039493,468,574.8415282721209,106,17,3,10.73,Bonnes
d9939138,Davies Ltd,Bâtiment,1246167.05,999846.1263529408,212,181.37704122050187,0,1,7,0.6,Bonnes
97c53401,Morrow PLC,Pont,1773604.51,2621983.6621575016,75,64.4314042177164,0,0,10,13.02,Moyennes
dbcd823e,Crawford-Castro,Pont,3838685.39,5251093.346336942,357,531.8454803835918,174,3,9,0.3,Moyennes
22e2099b,"Silva, Terry and Bryan",Bâtiment,2314417.42,3082632.665080172,130,155.21561270362062,25,4,1,0.62,Bonnes
4c791ed5,"Anderson, Allen and Hanson",Route,4594694.26,5022099.012548185,485,705.7617736841883,220,1,4,2.82,Bonnes
babb7623,"Smith, Banks and Perry",Pont,2877510.42,3584850.9122442366,514,477.8099444551071,0,8,6,12.95,Moyennes
297462e0,"Carey, Barnes and Silva",Route,2140066.82,2192991.4574571,722,914.0664662135728,192,17,9,2.32,Moyennes
38fbf96d,"Sanchez, Nunez and May",Bâtiment,4087321.05,4725856.878050637,201,164.27022570485147,0,16,6,3.89,Mauvaises
9a5186c1,Anderson LLC,Bâtiment,3355169.36,4255290.86585517,661,804.6603611612328,143,14,7,14.33,Bonnes
3483f0d2,Wilkerson-Olsen,Pont,2353370.85,2658752.544304825,434,477.370501482451,43,2,10,7.37,Moyennes
31da7197,Sullivan-Wade,Route,4080484.78,3597738.502216798,87,74.0882093094843,0,13,0,6.06,Mauvaises
1da79b5f,Martin-Gordon,Pont,2191926.99,2757717.5044982648,642,831.2963162511026,189,8,0,0.62,Moyennes
644d321e,Thompson Group,Bâtiment,4636194.29,5162954.913254213,531,722.0040012768126,191,20,5,2.89,Bonnes
5f76a550,Clark Group,Route,1543195.15,2211350.2809032574,341,288.22448218202436,0,2,6,9.5,Mauvaises
c4b1109c,"Watson, Vargas and Cohen",Bâtiment,3620459.33,3719316.841690295,602,825.1249515258922,223,8,7,3.05,Bonnes
ec11a52f,"Johnson, Thornton and Crane",Bâtiment,4477622.74,5820433.11620185,517,478.17996178433134,0,3,2,2.75,Bonnes
39c99b43,Villanueva-Peterson,Pont,2446872.72,3627353.7858658726,414,500.16722976616956,86,1,2,13.52,Moyennes
067faf7d,David and Sons,Route,2687516.65,2275960.2808961854,670,908.5626048161799,238,0,9,12.26,Mauvaises
d465d456,Taylor-Gutierrez,Bâtiment,4123973.52,4971560.49438176,459,431.83524172315765,0,14,10,1.49,Bonnes
678728c0,Miller Group,Pont,3473875.96,3624826.755896727,551,731.8193077039493,180,16,9,12.13,Mauvaises
14328d04,"Flowers, Johnson and Morales",Pont,2487174.12,3650789.6632033275,132,118.73109299710485,0,15,0,4.18,Moyennes
99710322,"Phillips, Richardson and Zhang",Pont,3462989.54,3831301.5435249754,263,375.78518205721946,112,7,1,8.74,Moyennes
8531811f,"Miller, Meza and Anderson",Pont,2890741.64,2506106.461235191,97,121.45088311943803,24,7,3,1.39,Moyennes
e55bf186,"Trujillo, Mcguire and Pace",Bâtiment,2407735.75,2023296.4159919685,246,282.0987430641138,36,17,1,2.88,Bonnes
283d3714,"Sharp, Mcmahon and Manning",Bâtiment,4234961.88,5484203.035939057,290,341.9250443071547,51,4,7,1.46,Bonnes
9455260c,Lee-Sanchez,Bâtiment,1711541.38,2023587.1875443638,239,303.8742428737127,64,17,2,3.08,Bonnes
24773ef4,Perkins Group,Route,2275944.82,2062197.7034424955,108,126.04742634948094,18,19,6,13.2,Bonnes
7717dbf0,Davis-Allen,Route,691193.19,936731.8487529991,435,462.4488125976228,27,3,8,3.63,Mauvaises
b543cb5d,Gibson Group,Route,2264681.03,2678810.579480765,202,239.85992448355634,37,11,1,5.29,Mauvaises
c34f5e16,"Allison, Rojas and Richmond",Route,3462999.66,3785192.7000267874,542,663.0799932732855,121,8,9,6.51,Moyennes
4f328487,Taylor-Graham,Route,2507077.71,3400355.71719152,665,816.4927182282452,151,19,7,11.84,Moyennes
7738f046,Arnold PLC,Bâtiment,2795901.93,3293311.4761559195,429,436.38098590252184,7,12,2,0.48,Bonnes
8d2b832e,Bradley Ltd,Pont,281560.37,269810.4342645234,465,515.0995070294915,50,8,8,14.29,Bonnes
f5b27cef,Decker PLC,Bâtiment,3032615.31,3158826.6003499604,679,905.6703616575395,226,14,2,10.23,Moyennes
f45e4766,White PLC,Route,3756610.05,4913659.598664249,273,399.1739754004598,126,3,5,1.19,Mauvaises
0211695d,Romero LLC,Route,976066.06,1193341.6623122562,600,485.8684105595738,0,8,10,13.78,Bonnes
14e8de1e,Gilbert and Sons,Pont,1175464.51,965700.6074484207,116,97.20754472981248,0,19,7,8.12,Mauvaises
92661c32,Chandler and Sons,Bâtiment,1151647.0,1697022.674903671,407,530.402835126805,123,19,0,7.97,Moyennes
ccfc2cc3,Peterson-Cox,Bâtiment,4181711.2,4289917.641309006,424,431.82588173858585,7,9,10,4.71,Mauvaises
3146495b,Lindsey-Mack,Route,3292141.99,2976723.005074129,45,51.45373322563072,6,13,2,11.02,Moyennes
119fbb4f,Cummings-Rhodes,Bâtiment,179258.2,230750.6302629927,509,638.3139998843418,129,14,5,12.06,Mauvaises
3d78e7e1,Hale and Sons,Route,1171323.71,992880.0474987224,633,622.7199621020673,0,17,8,7.56,Mauvaises
0ff854ef,Keith Ltd,Route,2386003.45,2861920.2007747693,370,473.73668586949975,103,17,2,5.9,Moyennes
2c4d7777,"Dunn, Cooper and Hernandez",Route,150457.87,209945.85011770888,554,463.92965915780195,0,3,10,10.66,Moyennes
a6f86924,Allen-Parks,Pont,3473071.8,2970085.196007975,375,300.23292114610695,0,10,0,4.73,Moyennes
b9b81956,"Novak, Weeks and Arellano",Route,996048.06,1452298.0016293814,360,446.3944748910951,86,0,4,7.27,Bonnes
5db0721d,Mendoza-Kim,Pont,4766973.89,5325115.284048823,621,911.046069717723,290,14,10,10.62,Bonnes
